code,name,energy_kcal,protein_g,fat_g,carb_g,fiber_g,calcium_mg,iron_mg,sodium_mg,bdd_pct,state,group,cuisine,portion_g_cooked,aliases,note
idn-terik-daging,Terik Daging,194.0,16.0,12.5,4.5,0.5,26,2.4,480,100,Olahan,Lauk Pauk,,90,Daging Terik Terik Sapi,Beef In Mild Coconut Gravy · Daging Terik Terik Sapi · 1 potong + kuah · Jawa Tengah/Daging Sapi · src:Recipe calc · conf:medium
idn-tumpang-koyor,Tumpang Koyor,164.0,9.5,11.5,5.5,1.6,70,1.8,540,100,Olahan,Lauk Pauk,,90,Koyor Tumpang Tumpang Koyor Salatiga,Beef Tendon Tumpang Stew · Koyor Tumpang Tumpang Koyor Salatiga · 1 sendok sayur · Jawa Tengah/Lauk Lain · src:Recipe calc · conf:medium
idn-wader-goreng,Wader Goreng,318.0,26.0,22.0,4.0,0.3,500,3.5,540,100,Olahan,Lauk Pauk,,60,Ikan Wader Goreng Wader Krispi,Crispy Fried Wader Fish · Ikan Wader Goreng Wader Krispi · 1 porsi · Jawa Tengah/Ikan · src:Recipe calc · conf:medium
idn-ayam-lodho,Ayam Lodho,206.0,16.0,14.0,4.0,0.6,26,1.4,490,100,Olahan,Lauk Pauk,,120,Ayam Lodho Tulungagung Lodho Ayam,Trenggalek Grilled Chicken In Coconut Curry · Ayam Lodho Tulungagung Lodho Ayam · 1 potong + kuah · Jawa Timur/Ayam · src:Recipe calc · conf:medium
idn-bebek-goreng-madura,Bebek Goreng Madura,317.0,22.0,25.0,1.0,0.1,18,2.6,520,100,Olahan,Lauk Pauk,,110,Bebek Goreng Sinjay Bebek Madura,Madurese Fried Duck · Bebek Goreng Sinjay Bebek Madura · 1 potong · Jawa Timur/Bebek & Unggas · src:Recipe calc · conf:high
idn-bebek-sinjay,Bebek Sinjay,307.0,23.0,23.0,2.0,0.3,20,2.6,560,100,Olahan,Lauk Pauk,,130,Bebek Sambal Pencit Bebek Sinjay Bangkalan,Bangkalan Fried Duck With Mango Sambal · Bebek Sambal Pencit Bebek Sinjay Bangkalan · 1 potong + sambal · Jawa Timur/Bebek & Unggas · src:Recipe calc · conf:medium
idn-iga-penyet,Iga Penyet,269.0,18.0,21.0,2.0,0.4,20,2.4,560,100,Olahan,Lauk Pauk,,130,Iga Sapi Penyet Penyet Iga,Smashed Fried Beef Ribs · Iga Sapi Penyet Penyet Iga · 1 potong · Jawa Timur/Daging Sapi · src:Recipe calc · conf:medium
idn-krengsengan-kambing,Krengsengan Kambing,213.0,15.0,15.0,4.5,0.4,24,2.4,560,100,Olahan,Lauk Pauk,,100,Krengsengan Krengsengan Daging,Sweet-Spiced Goat Stew · Krengsengan Krengsengan Daging · 1 porsi · Jawa Timur/Kambing · src:Recipe calc · conf:medium
idn-pecel-pitik,Pecel Pitik,207.0,18.0,13.0,4.5,1.6,50,1.8,420,100,Olahan,Lauk Pauk,,120,Pecel Pitik Banyuwangi Pitik Pecel,Osing Grilled Chicken With Grated Coconut · Pecel Pitik Banyuwangi Pitik Pecel · 1 porsi · Jawa Timur/Ayam · src:Recipe calc · conf:low
idn-rawon-daging,Rawon Daging,248.0,20.0,18.0,1.5,0.3,18,2.6,560,100,Olahan,Lauk Pauk,,90,Daging Rawon Rawon Daging Sapi,Keluak Beef In Thick Gravy · Daging Rawon Rawon Daging Sapi · 1 porsi daging · Jawa Timur/Daging Sapi · src:NilaiGizi · conf:high
idn-sate-ayam-madura,Sate Ayam Madura,225.0,19.5,14.8,4.9,0.9,22,1.4,355,100,Olahan,Lauk Pauk,,100,Sate Ayam Bumbu Kacang Sate Madura,Madurese Chicken Satay With Peanut Sauce · Sate Ayam Bumbu Kacang Sate Madura · 5 tusuk + bumbu · Jawa Timur/Sate · src:NilaiGizi · conf:high
idn-sate-ayam-ponorogo,Sate Ayam Ponorogo,213.0,21.0,13.0,3.0,0.3,16,1.2,470,100,Olahan,Lauk Pauk,,90,Sate Ayam Gule Sate Ponorogo,Ponorogo Chicken Satay · Sate Ayam Gule Sate Ponorogo · 5 tusuk · Jawa Timur/Sate · src:Recipe calc · conf:high
idn-sate-kelapa,Sate Kelapa,245.0,20.0,14.0,9.0,2.0,25,2.2,400,100,Olahan,Lauk Pauk,,140,Sate Kelapa Surabaya Sate Klopo,Coconut-Coated Beef Satay · Sate Kelapa Surabaya Sate Klopo · 10 tusuk · Jawa Timur/Sate · src:Recipe calc · conf:medium
idn-sate-kerang,Sate Kerang,133.0,15.0,5.0,7.0,0.3,90,12.0,520,100,Olahan,Lauk Pauk,,70,Sate Kerang Madura Sate Kerang Surabaya,Cockle Satay · Sate Kerang Madura Sate Kerang Surabaya · 5 tusuk · Jawa Timur/Sate · src:Recipe calc · conf:medium
idn-sate-komoh,Sate Komoh,210.0,24.0,12.0,1.5,0.1,16,2.8,450,100,Olahan,Lauk Pauk,,70,Sate Komoh Malang Sate Kotokan,Whole-Slab Beef Satay · Sate Komoh Malang Sate Kotokan · 1 tusuk · Jawa Timur/Sate · src:Recipe calc · conf:medium
idn-kepiting-soka-goreng,Kepiting Soka Goreng,247.0,16.0,15.0,12.0,0.6,180,2.0,600,100,Olahan,Lauk Pauk,,120,Kepiting Soka Soft Shell Crab Goreng,Deep-Fried Soft Shell Crab · Kepiting Soka Soft Shell Crab Goreng · 1 porsi · Kalimantan Barat/Seafood · src:Recipe calc · conf:medium
idn-ayam-masak-habang,Ayam Masak Habang,208.0,15.0,14.5,5.0,0.8,20,1.4,480,100,Olahan,Lauk Pauk,,120,Ayam Bumbu Habang Ayam Habang,Chicken Braised In Banjarese Red Chilli Paste · Ayam Bumbu Habang Ayam Habang · 1 potong · Kalimantan Selatan/Ayam · src:Recipe calc · conf:high
idn-gangan-paliat,Gangan Paliat,133.0,9.0,9.0,4.0,0.6,30,0.8,420,100,Olahan,Lauk Pauk,,200,Gangan Paliat Tanjung Ikan Paliat,Paliat Fish In Yellow Coconut Gravy · Gangan Paliat Tanjung Ikan Paliat · 1 porsi · Kalimantan Selatan/Ikan · src:Recipe calc · conf:medium
idn-haruan-bakar,Haruan Bakar,114.0,23.0,1.5,2.0,0.1,45,1.0,350,100,Olahan,Lauk Pauk,,120,Ikan Gabus Bakar Iwak Haruan Bakar,Grilled Snakehead Fish · Ikan Gabus Bakar Iwak Haruan Bakar · 1 ekor · Kalimantan Selatan/Ikan · src:Recipe calc · conf:high
idn-itik-masak-habang,Itik Masak Habang,247.0,14.0,19.0,5.0,0.8,18,2.4,470,100,Olahan,Lauk Pauk,,130,Bebek Habang Itik Habang,Duck Braised In Banjarese Red Chilli Paste · Bebek Habang Itik Habang · 1 potong · Kalimantan Selatan/Bebek & Unggas · src:Recipe calc · conf:medium
idn-iwak-pakasam,Iwak Pakasam,199.0,22.0,11.0,3.0,0.2,90,1.6,1400,100,Olahan,Lauk Pauk,,60,Ikan Pakasam Pakasam Goreng,Fried Banjarese Fermented Freshwater Fish · Ikan Pakasam Pakasam Goreng · 1 ekor · Kalimantan Selatan/Ikan · src:Recipe calc · conf:medium
idn-iwak-saluang-goreng,Iwak Saluang Goreng,326.0,26.0,22.0,6.0,0.3,450,2.5,500,100,Olahan,Lauk Pauk,,50,Ikan Saluang Krispi Saluang Goreng,Deep-Fried Whole Silver Rasbora · Ikan Saluang Krispi Saluang Goreng · 1 porsi · Kalimantan Selatan/Ikan · src:Recipe calc · conf:medium
idn-iwak-samu,Iwak Samu,192.0,20.0,10.0,5.5,0.5,80,1.5,1300,100,Olahan,Lauk Pauk,,60,Ikan Samu Samu Haruan,Fried Fermented Fish With Toasted Rice · Ikan Samu Samu Haruan · 1 ekor · Kalimantan Selatan/Ikan · src:Recipe calc · conf:medium
idn-mandai-goreng,Mandai Goreng,217.0,1.5,15.0,19.0,4.0,30,0.8,900,100,Olahan,Lauk Pauk,,60,Mandai Cempedak Mandai Goreng Banjar,Fried Fermented Cempedak Rind · Mandai Cempedak Mandai Goreng Banjar · 1 porsi · Kalimantan Selatan/Gorengan · src:Recipe calc · conf:medium
idn-patin-baubar,Patin Baubar,191.0,16.0,13.0,2.5,0.4,25,0.8,400,100,Olahan,Lauk Pauk,,150,Baubar Patin Ikan Patin Baubar,Catfish Baked In Banana Leaf With Coconut Milk · Baubar Patin Ikan Patin Baubar · 1 potong · Kalimantan Selatan/Ikan · src:Recipe calc · conf:medium
idn-sate-banjar,Sate Banjar,223.0,18.0,13.0,8.5,0.5,20,1.4,500,100,Olahan,Lauk Pauk,,100,Sate Ayam Banjar Sate Habang,Banjarese Chicken Satay With Sweet Red Sauce · Sate Ayam Banjar Sate Habang · 5 tusuk · Kalimantan Selatan/Sate · src:Recipe calc · conf:medium
idn-telur-masak-habang,Telur Masak Habang,194.0,10.0,14.0,7.0,0.8,45,1.8,450,100,Olahan,Lauk Pauk,,70,Hintalu Masak Habang Telur Habang,Egg In Banjarese Red Chilli Paste · Hintalu Masak Habang Telur Habang · 1 butir · Kalimantan Selatan/Telur · src:Recipe calc · conf:medium
idn-wadi-patin,Wadi Patin,236.0,19.0,16.0,4.0,0.4,60,1.4,1500,100,Olahan,Lauk Pauk,,60,Wadi Iwak Wadi Patin Goreng,Fried Dayak Fermented Catfish · Wadi Iwak Wadi Patin Goreng · 1 potong · Kalimantan Tengah/Ikan · src:Recipe calc · conf:medium
idn-ayam-cincane,Ayam Cincane,218.0,17.0,14.5,5.0,0.8,25,1.4,450,100,Olahan,Lauk Pauk,,130,Ayam Cincane Samarinda Cincane,Samarinda Red Braised Grilled Chicken · Ayam Cincane Samarinda Cincane · 1 potong · Kalimantan Timur/Ayam · src:Recipe calc · conf:medium
idn-gence-ruan,Gence Ruan,176.0,20.0,8.5,5.0,0.8,40,1.2,480,100,Olahan,Lauk Pauk,,130,Gence Haruan Ruan Gence,Kutai Grilled Snakehead With Chilli Relish · Gence Haruan Ruan Gence · 1 porsi · Kalimantan Timur/Ikan · src:Recipe calc · conf:medium
idn-rabo-ruan,Rabo Ruan,380.0,33.0,24.0,8.0,0.6,60,2.5,900,100,Olahan,Lauk Pauk,,25,Abon Haruan Kutai Rabo Ikan Ruan,Kutai Shredded Snakehead Floss · Abon Haruan Kutai Rabo Ikan Ruan · 2 sdm · Kalimantan Timur/Daging Sapi · src:Recipe calc · conf:medium
idn-sambal-gami-bawis,Sambal Gami Bawis,167.0,18.0,9.0,3.5,0.8,40,1.2,520,100,Olahan,Lauk Pauk,,150,Gami Bawis Sambal Gami Ikan,Bontang Hot-Pot Grilled Fish In Sambal · Gami Bawis Sambal Gami Ikan · 1 porsi · Kalimantan Timur/Ikan · src:Recipe calc · conf:medium
idn-sate-payau,Sate Payau,187.0,24.0,7.0,7.0,0.4,20,3.2,480,100,Olahan,Lauk Pauk,,100,Sate Payau Kutai Sate Rusa,Kutai Grilled Venison Satay · Sate Payau Kutai Sate Rusa · 5 tusuk · Kalimantan Timur/Sate · src:Recipe calc · conf:medium
idn-tumis-kapah,Tumis Kapah,109.0,12.0,5.0,4.0,0.5,60,6.0,500,100,Olahan,Lauk Pauk,,120,Kapah Tumis Kerang Kapah Tarakan,Tarakan Stir-Fried Clams · Kapah Tumis Kerang Kapah Tarakan · 1 porsi · Kalimantan Utara/Seafood · src:Recipe calc · conf:medium
idn-ikan-asar,Ikan Asar,187.0,30.0,7.0,1.0,0.0,30,1.8,450,100,Olahan,Lauk Pauk,,100,Cakalang Asar Ikan Komu Asar,Moluccan Smoked Skipjack Tuna · Cakalang Asar Ikan Komu Asar · 1 ekor · Maluku/Ikan · src:Recipe calc · conf:high
idn-ikan-kuah-kuning,Ikan Kuah Kuning,85.0,10.0,3.5,3.5,0.4,30,0.7,420,100,Olahan,Lauk Pauk,,250,Ikan Kuah Kunyit Kuah Kuning Ikan,Yellow Turmeric Fish Broth · Ikan Kuah Kunyit Kuah Kuning Ikan · 1 porsi · Maluku/Ikan · src:Recipe calc · conf:high
idn-ikan-kuah-pala-banda,Ikan Kuah Pala Banda,89.0,11.0,3.5,3.5,0.4,28,0.8,430,100,Olahan,Lauk Pauk,,250,Ikan Kuah Pala Kuah Pala Banda,Banda Nutmeg & Sour Fish Broth · Ikan Kuah Pala Kuah Pala Banda · 1 porsi · Maluku/Ikan · src:Recipe calc · conf:medium
idn-gohu-ikan,Gohu Ikan,205.0,20.0,13.0,2.0,0.6,25,1.2,400,100,Olahan,Lauk Pauk,,120,Gohu Ikan Ternate Sashimi Ternate,Ternate Raw Tuna With Hot Coconut Oil & Basil · Gohu Ikan Ternate Sashimi Ternate · 1 porsi · Maluku Utara/Ikan · src:Recipe calc · conf:medium
idn-ikan-garo-rica,Ikan Garo Rica,199.0,19.0,11.5,5.0,0.8,30,1.2,500,100,Olahan,Lauk Pauk,,130,Garo Rica Ikan Garo Rica Ternate,Ternate Fried Fish In Chilli Sauce · Garo Rica Ikan Garo Rica Ternate · 1 porsi · Maluku Utara/Ikan · src:Recipe calc · conf:medium
idn-abon-ayam,Abon Ayam,400.0,26.0,16.0,38.0,0.8,50,2.5,1100,100,Olahan,Lauk Pauk,,15,Abon Daging Ayam,Shredded Sweet Chicken Floss · Abon Daging Ayam · 2 sdm · Nasional/Ayam · src:NilaiGizi · conf:medium
idn-abon-sapi,Abon Sapi,380.0,25.0,14.0,39.0,1.0,60,3.5,1200,100,Olahan,Lauk Pauk,,15,Abon Daging Sapi,Shredded Sweet Beef Floss · Abon Daging Sapi · 2 sdm · Nasional/Daging Sapi · src:NilaiGizi · conf:medium
idn-ati-ampela-bumbu-kuning,Ati Ampela Bumbu Kuning,175.0,20.0,8.5,4.0,0.5,25,6.5,420,100,Olahan,Lauk Pauk,,60,Ati Ampela Kuning,Chicken Liver And Gizzard In Yellow Spice · Ati Ampela Kuning · 1 porsi · Nasional/Daging Sapi · src:Recipe calc · conf:medium
idn-ati-ampela-goreng,Ati Ampela Goreng,195.0,24.0,9.0,3.5,0.2,15,6.0,420,100,Olahan,Lauk Pauk,,60,Ati Ampela Goreng Kremes Jeroan Ayam Goreng,Fried Chicken Liver And Gizzard · Ati Ampela Goreng Kremes Jeroan Ayam Goreng · 2 set ati ampela · Nasional/Daging Sapi · src:Recipe calc · conf:medium
idn-ayam-bakar-bumbu-bali,Ayam Bakar Bumbu Bali,230.0,22.0,13.0,6.5,1.0,22,1.5,480,100,Olahan,Lauk Pauk,,120,Ayam Bakar Bali Ayam Panggang Bumbu Bali,Balinese-Spiced Grilled Chicken · Ayam Bakar Bali Ayam Panggang Bumbu Bali · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-bakar-bumbu-rujak,Ayam Bakar Bumbu Rujak,235.0,21.5,13.5,7.5,1.2,24,1.5,450,100,Olahan,Lauk Pauk,,120,Ayam Panggang Bumbu Rujak,Grilled Chicken In Spicy Coconut Paste · Ayam Panggang Bumbu Rujak · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-bakar-cabai-hijau,Ayam Bakar Cabai Hijau,230.0,23.0,13.0,5.0,1.2,22,1.4,440,100,Olahan,Lauk Pauk,,125,Ayam Bakar Cabe Ijo,Grilled Chicken With Green Chilli · Ayam Bakar Cabe Ijo · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-bakar-madu,Ayam Bakar Madu,225.0,24.0,11.0,7.5,0.1,18,1.2,420,100,Olahan,Lauk Pauk,,120,Ayam Bakar Honey Ayam Panggang Madu,Honey-Glazed Grilled Chicken · Ayam Bakar Honey Ayam Panggang Madu · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:high
idn-ayam-bakar-sambal-matah,Ayam Bakar Sambal Matah,250.0,23.0,15.5,4.0,1.0,20,1.3,450,100,Olahan,Lauk Pauk,,130,Ayam Sambal Matah,Grilled Chicken With Raw Shallot Lemongrass Sambal · Ayam Sambal Matah · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-goreng-bumbu-kuning,Ayam Goreng Bumbu Kuning,260.0,25.0,16.0,3.5,0.4,18,1.4,450,100,Olahan,Lauk Pauk,,110,Ayam Goreng Kuning Ayam Ungkep Goreng,Turmeric Fried Chicken · Ayam Goreng Kuning Ayam Ungkep Goreng · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:high
idn-ayam-goreng-serundeng,Ayam Goreng Serundeng,290.0,24.0,18.0,8.0,2.0,30,1.8,470,100,Olahan,Lauk Pauk,,120,Ayam Goreng Kelapa Ayam Serundeng,Fried Chicken With Spiced Grated Coconut · Ayam Goreng Kelapa Ayam Serundeng · 1 potong (1/4 ekor) · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-goreng-tepung,Ayam Goreng Tepung,290.0,21.0,18.0,11.0,0.5,25,1.5,550,100,Olahan,Lauk Pauk,,90,Ayam Crispy Fried Chicken Crispy,Battered Fried Chicken · Ayam Crispy Fried Chicken Crispy · 1 potong · Nasional/Ayam · src:Recipe calc · conf:high
idn-ayam-mentega,Ayam Mentega,197.0,13.5,13.0,6.5,0.5,25,1.0,560,100,Olahan,Lauk Pauk,,130,Ayam Saus Mentega,Butter Soy Chicken · Ayam Saus Mentega · 1 porsi · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ayam-panggang-oven,Ayam Panggang Oven,205.0,26.0,10.5,1.0,0.1,15,1.1,380,100,Olahan,Lauk Pauk,,120,Ayam Oven Roast Chicken,Oven-Roasted Chicken · Ayam Oven Roast Chicken · 1 potong (1/4 ekor) · Nasional/Ayam · src:USDA analog · conf:high
idn-babat-rebus,Babat Rebus,94.0,12.0,4.0,2.0,0.0,69,0.7,68,100,Olahan,Lauk Pauk,,60,Babat Sapi Rebus Tripe,Boiled Beef Tripe · Babat Sapi Rebus Tripe · 1 porsi · Nasional/Daging Sapi · src:USDA analog · conf:high
idn-bakso-ikan-rebus,Bakso Ikan Rebus,110.0,9.0,2.5,12.5,0.3,30,0.6,620,100,Olahan,Lauk Pauk,,50,Bakso Ikan Fish Ball,Boiled Fish Balls · Bakso Ikan Fish Ball · 5 butir · Nasional/Ikan · src:FatSecret ID · conf:medium
idn-bebek-bakar,Bebek Bakar,300.0,22.0,22.0,3.5,0.3,15,2.5,430,100,Olahan,Lauk Pauk,,130,Bebek Bakar Kecap Bebek Panggang,Grilled Duck · Bebek Bakar Kecap Bebek Panggang · 1 potong (1/4 ekor) · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-bebek-goreng-kremes,Bebek Goreng Kremes,340.0,23.0,24.0,8.5,0.5,22,2.6,500,100,Olahan,Lauk Pauk,,130,Bebek Goreng Crispy Bebek Kremes,Crispy Fried Duck With Crumbs · Bebek Goreng Crispy Bebek Kremes · 1 potong (1/4 ekor) · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-bebek-panggang-cina,Bebek Panggang Cina,335.0,19.0,28.0,2.0,0.1,12,2.7,480,100,Olahan,Lauk Pauk,,100,Bebek Panggang Peranakan Bebek Peking,Chinese-Style Roast Duck · Bebek Panggang Peranakan Bebek Peking · 1 potong · Nasional/Bebek & Unggas · src:USDA analog · conf:medium
idn-bebek-rica-rica,Bebek Rica-Rica,290.0,21.0,21.0,4.5,1.0,20,2.4,480,100,Olahan,Lauk Pauk,,150,Bebek Rica,Spicy Duck Rica-Rica · Bebek Rica · 1 porsi · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-burung-dara-goreng,Burung Dara Goreng,285.0,25.0,19.0,3.5,0.2,18,3.5,400,100,Olahan,Lauk Pauk,,150,Burung Dara Kremes Merpati Goreng,Fried Squab Pigeon · Burung Dara Kremes Merpati Goreng · 1 ekor · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-burung-puyuh-goreng,Burung Puyuh Goreng,265.0,24.0,17.5,3.0,0.2,20,3.8,400,100,Olahan,Lauk Pauk,,90,Puyuh Goreng,Fried Quail · Puyuh Goreng · 1 ekor · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-ceker-ayam-bakar,Ceker Ayam Bakar,260.0,21.0,18.0,3.5,0.1,80,0.9,420,100,Olahan,Lauk Pauk,,100,Ceker Bakar Ceker Panggang,Grilled Chicken Feet · Ceker Bakar Ceker Panggang · 5 buah · Nasional/Ayam · src:Recipe calc · conf:medium
idn-ceker-ayam-rebus,Ceker Ayam Rebus,215.0,19.4,14.6,0.2,0.0,88,0.9,67,100,Olahan,Lauk Pauk,,60,Ceker Rebus Kaki Ayam Rebus,Boiled Chicken Feet · Ceker Rebus Kaki Ayam Rebus · 3 buah · Nasional/Ayam · src:USDA analog · conf:high
idn-cumi-asin-cabe-hijau,Cumi Asin Cabe Hijau,245.0,30.0,12.0,4.0,0.8,60,2.0,1400,100,Olahan,Lauk Pauk,,80,Cumi Asin Cabai Hijau,Salted Squid With Green Chilli · Cumi Asin Cabai Hijau · 1 porsi · Nasional/Seafood · src:Recipe calc · conf:medium
idn-cumi-bakar,Cumi Bakar,130.0,20.0,3.5,4.0,0.1,35,0.9,440,100,Olahan,Lauk Pauk,,150,Cumi-Cumi Bakar Sotong Bakar,Grilled Squid · Cumi-Cumi Bakar Sotong Bakar · 1 porsi · Nasional/Seafood · src:Recipe calc · conf:medium
idn-cumi-rebus,Cumi Rebus,122.0,20.8,1.9,4.1,0.0,32,0.7,44,100,Olahan,Lauk Pauk,,80,Cumi-Cumi Rebus Sotong Rebus,Boiled Squid · Cumi-Cumi Rebus Sotong Rebus · 1 porsi · Nasional/Seafood · src:USDA analog · conf:high
idn-dada-ayam-panggang-tanpa-kulit,Dada Ayam Panggang Tanpa Kulit,165.0,31.0,3.6,0.0,0.0,15,1.0,74,100,Olahan,Lauk Pauk,,100,Dada Ayam Panggang Grilled Chicken Breast,Grilled Skinless Chicken Breast · Dada Ayam Panggang Grilled Chicken Breast · 1 potong sedang · Nasional/Ayam · src:USDA analog · conf:high
idn-dada-ayam-rebus-tanpa-kulit,Dada Ayam Rebus Tanpa Kulit,150.0,28.5,3.2,0.0,0.0,13,0.9,60,100,Olahan,Lauk Pauk,,100,Ayam Rebus Dada Dada Ayam Rebus,Boiled Skinless Chicken Breast · Ayam Rebus Dada Dada Ayam Rebus · 1 potong sedang · Nasional/Ayam · src:USDA analog · conf:high
idn-daging-kambing-rebus,Daging Kambing Rebus,148.0,26.0,3.5,0.0,0.0,16,3.5,80,100,Olahan,Lauk Pauk,,60,Daging Kambing Matang Kambing Rebus,Boiled Goat Meat · Daging Kambing Matang Kambing Rebus · 1 potong sedang · Nasional/Kambing · src:USDA analog · conf:high
idn-daging-sapi-giling-tumis,Daging Sapi Giling Tumis,254.0,25.7,16.0,0.5,0.0,20,2.5,75,100,Olahan,Lauk Pauk,,60,Daging Cincang Tumis Minced Beef,Cooked Ground Beef · Daging Cincang Tumis Minced Beef · 1 porsi · Nasional/Daging Sapi · src:USDA analog · conf:high
idn-daging-sapi-panggang,Daging Sapi Panggang,220.0,30.0,10.5,0.0,0.0,10,2.9,60,100,Olahan,Lauk Pauk,,100,Sapi Bakar Steak Sapi Panggang,Grilled Lean Beef · Sapi Bakar Steak Sapi Panggang · 1 potong · Nasional/Daging Sapi · src:USDA analog · conf:high
idn-daging-sapi-rebus,Daging Sapi Rebus,230.0,28.0,12.5,0.0,0.0,12,2.8,55,100,Olahan,Lauk Pauk,,60,Daging Rebus Sapi Rebus,Boiled Beef · Daging Rebus Sapi Rebus · 1 potong sedang · Nasional/Daging Sapi · src:USDA analog · conf:high
idn-entog-goreng,Entog Goreng,305.0,24.0,22.0,2.5,0.2,16,2.8,420,100,Olahan,Lauk Pauk,,120,Entok Goreng Menthok Goreng,Fried Muscovy Duck · Entok Goreng Menthok Goreng · 1 potong · Nasional/Bebek & Unggas · src:Recipe calc · conf:medium
idn-hati-ayam-rebus,Hati Ayam Rebus,167.0,24.5,6.5,0.9,0.0,11,11.6,76,100,Olahan,Lauk Pauk,,30,Ati Ayam Rebus,Boiled Chicken Liver · Ati Ayam Rebus · 1 potong · Nasional/Ayam · src:USDA analog · conf:high
idn-iga-babi-bakar,Iga Babi Bakar,310.0,22.0,22.0,6.0,0.2,25,1.2,520,100,Olahan,Lauk Pauk,,200,BBQ Pork Ribs Iga Babi Panggang,Grilled Pork Ribs · BBQ Pork Ribs Iga Babi Panggang · 1 porsi (3 potong) · Nasional/Babi · src:Recipe calc · conf:medium
idn-iga-bakar-madu,Iga Bakar Madu,290.0,21.0,20.0,6.5,0.1,18,2.4,480,100,Olahan,Lauk Pauk,,200,Iga Madu Iga Sapi Bakar Madu,Honey Grilled Beef Short Ribs · Iga Madu Iga Sapi Bakar Madu · 1 porsi (3 potong) · Nasional/Daging Sapi · src:Recipe calc · conf:medium
idn-iga-sapi-bakar,Iga Sapi Bakar,330.0,24.0,26.0,0.8,0.0,15,2.4,320,100,Olahan,Lauk Pauk,,120,Beef Short Ribs Iga Bakar,Grilled Beef Ribs · Beef Short Ribs Iga Bakar · 1 potong · Nasional/Daging Sapi · src:Recipe calc · conf:medium
idn-ikan-asam-manis,Ikan Asam Manis,195.0,16.0,9.0,12.0,0.6,35,1.0,520,100,Olahan,Lauk Pauk,,200,Ikan Goreng Asam Manis Ikan Saus Asam Manis,Sweet And Sour Fried Fish · Ikan Goreng Asam Manis Ikan Saus Asam Manis · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-bakar-bumbu-rujak,Ikan Bakar Bumbu Rujak,175.0,22.0,7.0,5.5,0.8,42,1.4,460,100,Olahan,Lauk Pauk,,180,Ikan Bumbu Rujak Bakar,Grilled Fish In Spicy Sweet Paste · Ikan Bumbu Rujak Bakar · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-bandeng-bakar,Ikan Bandeng Bakar,210.0,22.0,12.5,2.5,0.1,60,1.5,400,100,Olahan,Lauk Pauk,,180,Bandeng Bakar,Grilled Milkfish · Bandeng Bakar · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-baronang-bakar,Ikan Baronang Bakar,150.0,24.0,4.5,2.0,0.1,55,1.0,400,100,Olahan,Lauk Pauk,,170,Baronang Bakar,Grilled Rabbitfish · Baronang Bakar · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-bawal-bakar,Ikan Bawal Bakar,160.0,23.0,6.0,2.5,0.1,45,1.0,400,100,Olahan,Lauk Pauk,,170,Bawal Bakar,Grilled Pomfret · Bawal Bakar · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-bawal-goreng,Ikan Bawal Goreng,215.0,25.0,12.0,0.8,0.0,50,1.1,340,100,Olahan,Lauk Pauk,,150,Bawal Goreng,Fried Pomfret · Bawal Goreng · 1 ekor sedang · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-dori-goreng-tepung,Ikan Dori Goreng Tepung,230.0,14.0,12.5,15.5,0.5,20,0.6,470,100,Olahan,Lauk Pauk,,130,Dori Crispy Fillet Dori Goreng,Battered Fried Dory Fillet · Dori Crispy Fillet Dori Goreng · 1 porsi · Nasional/Ikan · src:Recipe calc · conf:medium
idn-ikan-kakap-bakar,Ikan Kakap Bakar,145.0,25.0,3.5,2.0,0.1,40,0.5,400,100,Olahan,Lauk Pauk,,150,Kakap Merah Bakar,Grilled Red Snapper · Kakap Merah Bakar · 1 potong · Nasional/Ikan · src:Recipe calc · conf:high
idn-ikan-kakap-goreng-tepung,Ikan Kakap Goreng Tepung,235.0,18.0,11.5,15.0,0.5,30,0.9,460,100,Olahan,Lauk Pauk,,130,Fillet Kakap Crispy Kakap Goreng Tepung,Battered Fried Snapper · Fillet Kakap Crispy Kakap Goreng Tepung · 1 porsi · Nasional/Ikan · src:Recipe calc · conf:medium
